step,epoch,batch_idx,loss,lr,wall_time
9650,3,2513,0.108397,3.368635e-04,6163.93
9700,3,2563,0.108713,3.359720e-04,6193.65
9750,3,2613,0.117252,3.350806e-04,6223.41
9800,3,2663,0.112826,3.341891e-04,6253.00
9850,3,2713,0.107628,3.332977e-04,6283.00
9900,3,2763,0.114690,3.324062e-04,6312.66
9950,3,2813,0.114209,3.315148e-04,6342.35
10000,3,2863,0.115154,3.306233e-04,6372.06
10050,3,2913,0.112776,3.297318e-04,6402.09
10100,3,2963,0.124795,3.288404e-04,6431.93
10150,3,3013,0.120833,3.279489e-04,6461.84
10200,3,3063,0.108479,3.270575e-04,6491.76
10250,3,3113,0.108418,3.261660e-04,6521.55
10300,3,3163,0.110347,3.252746e-04,6551.43
10350,3,3213,0.108974,3.243831e-04,6581.12
10400,3,3263,0.113108,3.234917e-04,6610.86
10450,3,3313,0.121387,3.226002e-04,6640.91
10500,3,3363,0.118442,3.217087e-04,6670.63
10550,3,3413,0.114511,3.208173e-04,6700.53
10600,3,3463,0.106320,3.199258e-04,6730.50
10650,3,3513,0.112427,3.190344e-04,6760.22
10700,3,3563,0.109122,3.181429e-04,6789.73
10704,3,3567,0.150285,3.180716e-04,6791.90
10750,4,45,0.096197,3.172515e-04,6990.30
10800,4,95,0.105176,3.163600e-04,7020.09
10850,4,145,0.092898,3.154685e-04,7049.92
10900,4,195,0.092435,3.145771e-04,7079.76
10950,4,245,0.087109,3.136856e-04,7109.73
11000,4,295,0.095589,3.127942e-04,7139.62
11050,4,345,0.101388,3.119027e-04,7169.19
11100,4,395,0.092391,3.110113e-04,7198.91
11150,4,445,0.098219,3.101198e-04,7228.69
11200,4,495,0.088063,3.092284e-04,7258.40
11250,4,545,0.087300,3.083369e-04,7288.08
11300,4,595,0.092482,3.074454e-04,7317.78
11350,4,645,0.090741,3.065540e-04,7347.64
11400,4,695,0.090161,3.056625e-04,7377.66
11450,4,745,0.096837,3.047711e-04,7407.56
11500,4,795,0.100109,3.038796e-04,7437.37
11550,4,845,0.089987,3.029882e-04,7467.02
11600,4,895,0.098409,3.020967e-04,7496.73
11650,4,945,0.094519,3.012052e-04,7526.34
11700,4,995,0.096353,3.003138e-04,7556.00
11750,4,1045,0.107296,2.994223e-04,7585.60
11800,4,1095,0.101970,2.985309e-04,7615.43
11850,4,1145,0.088305,2.976394e-04,7645.02
11900,4,1195,0.098298,2.967480e-04,7674.71
11950,4,1245,0.094887,2.958565e-04,7704.38
12000,4,1295,0.093290,2.949651e-04,7734.26
12050,4,1345,0.093791,2.940736e-04,7763.93
12100,4,1395,0.089594,2.931821e-04,7793.67
12150,4,1445,0.094731,2.922907e-04,7823.41
12200,4,1495,0.091681,2.913992e-04,7853.11
12250,4,1545,0.100026,2.905078e-04,7882.82
12300,4,1595,0.101645,2.896163e-04,7912.63
12350,4,1645,0.097422,2.887249e-04,7942.24
12400,4,1695,0.102029,2.878334e-04,7972.01
12450,4,1745,0.102128,2.869419e-04,8001.74
12500,4,1795,0.095410,2.860505e-04,8031.64
12550,4,1845,0.088105,2.851590e-04,8061.66
12600,4,1895,0.097829,2.842676e-04,8091.61
12650,4,1945,0.093805,2.833761e-04,8121.26
12700,4,1995,0.089103,2.824847e-04,8150.90
12750,4,2045,0.096939,2.815932e-04,8180.69
12800,4,2095,0.094930,2.807018e-04,8210.60
12850,4,2145,0.100290,2.798103e-04,8240.58
12900,4,2195,0.100129,2.789188e-04,8270.46
12950,4,2245,0.104584,2.780274e-04,8300.19
13000,4,2295,0.100401,2.771359e-04,8330.14
13050,4,2345,0.092786,2.762445e-04,8359.89
13100,4,2395,0.095453,2.753530e-04,8389.70
13150,4,2445,0.107266,2.744616e-04,8419.35
13200,4,2495,0.091979,2.735701e-04,8449.28
13250,4,2545,0.099357,2.726786e-04,8479.14
13300,4,2595,0.094466,2.717872e-04,8508.91
13350,4,2645,0.098664,2.708957e-04,8538.70
13400,4,2695,0.101698,2.700043e-04,8568.53
13450,4,2745,0.098536,2.691128e-04,8598.21
13500,4,2795,0.103126,2.682214e-04,8628.03
13550,4,2845,0.107587,2.673299e-04,8657.80
13600,4,2895,0.097993,2.664385e-04,8687.59
13650,4,2945,0.094464,2.655470e-04,8717.54
13700,4,2995,0.097303,2.646555e-04,8747.46
13750,4,3045,0.093439,2.637641e-04,8777.18
13800,4,3095,0.088034,2.628726e-04,8806.92
13850,4,3145,0.100576,2.619812e-04,8836.63
13900,4,3195,0.093300,2.610897e-04,8866.71
13950,4,3245,0.091310,2.601983e-04,8896.44
14000,4,3295,0.097410,2.593068e-04,8926.32
14050,4,3345,0.086935,2.584153e-04,8955.81
14100,4,3395,0.102483,2.575239e-04,8985.69
14150,4,3445,0.090126,2.566324e-04,9015.51
14200,4,3495,0.094994,2.557410e-04,9045.28
14250,4,3545,0.094116,2.548495e-04,9074.91
14272,4,3567,0.090147,2.544573e-04,9087.85
14300,5,27,0.091841,2.539581e-04,9275.58
14350,5,77,0.088068,2.530666e-04,9305.40
14400,5,127,0.080718,2.521752e-04,9335.49
14450,5,177,0.084075,2.512837e-04,9365.28
14500,5,227,0.076962,2.503922e-04,9395.23
14550,5,277,0.082882,2.495008e-04,9424.97
14600,5,327,0.081452,2.486093e-04,9454.98
14650,5,377,0.084739,2.477179e-04,9484.82
14700,5,427,0.081606,2.468264e-04,9514.30
14750,5,477,0.086551,2.459350e-04,9543.83
14800,5,527,0.086434,2.450435e-04,9573.70
14850,5,577,0.090014,2.441520e-04,9603.65
14900,5,627,0.089264,2.432606e-04,9633.33
14950,5,677,0.087974,2.423691e-04,9663.06
15000,5,727,0.082191,2.414777e-04,9692.70
15050,5,777,0.084416,2.405862e-04,9722.55
15100,5,827,0.085737,2.396948e-04,9752.61
15150,5,877,0.078759,2.388033e-04,9782.24
15200,5,927,0.085845,2.379119e-04,9811.90
15250,5,977,0.085713,2.370204e-04,9841.60
15300,5,1027,0.078715,2.361289e-04,9871.53
15350,5,1077,0.093849,2.352375e-04,9901.40
15400,5,1127,0.084339,2.343460e-04,9931.22
15450,5,1177,0.085392,2.334546e-04,9961.11
15500,5,1227,0.085778,2.325631e-04,9990.77
15550,5,1277,0.079722,2.316717e-04,10020.52
15600,5,1327,0.083156,2.307802e-04,10050.46
15650,5,1377,0.084375,2.298887e-04,10080.32
15700,5,1427,0.089981,2.289973e-04,10110.13
15750,5,1477,0.079816,2.281058e-04,10139.93
15800,5,1527,0.092223,2.272144e-04,10170.01
15850,5,1577,0.075044,2.263229e-04,10199.91
15900,5,1627,0.080814,2.254315e-04,10229.81
15950,5,1677,0.096086,2.245400e-04,10259.47
16000,5,1727,0.076680,2.236486e-04,10289.14
16050,5,1777,0.075109,2.227571e-04,10318.94
16100,5,1827,0.083486,2.218656e-04,10348.80
16150,5,1877,0.081432,2.209742e-04,10378.77
16200,5,1927,0.081814,2.200827e-04,10408.39
16250,5,1977,0.080712,2.191913e-04,10438.27
16300,5,2027,0.074979,2.182998e-04,10468.06
16350,5,2077,0.083164,2.174084e-04,10497.94
16400,5,2127,0.081879,2.165169e-04,10527.60
16450,5,2177,0.085608,2.156254e-04,10557.57
16500,5,2227,0.078495,2.147340e-04,10587.47
16550,5,2277,0.084184,2.138425e-04,10617.45
16600,5,2327,0.081592,2.129511e-04,10647.49
16650,5,2377,0.089082,2.120596e-04,10677.25
16700,5,2427,0.089571,2.111682e-04,10706.98
16750,5,2477,0.084015,2.102767e-04,10736.72
16800,5,2527,0.081451,2.093853e-04,10766.46
