1,0.3666,18.6102,5.5234,5.4980,18.5509
100,0.3264,16.6757,5.5254,5.6406,3.5734
200,0.3485,7.5768,5.5312,4.6553,1.8412
300,0.3374,3.5719,5.4512,2.7959,2.1802
400,0.2498,2.2970,5.4395,1.6595,3.7069
500,0.1982,1.3488,5.4473,2.1888,2.8381
600,0.1627,1.0214,5.4531,4.4581,3.1245
700,0.1392,0.8412,5.4062,4.3906,2.9853
800,0.1255,0.6927,5.4355,4.4668,3.0025
900,0.1153,0.6033,5.2988,4.9561,2.8820
1000,0.1115,0.6157,5.1582,4.5537,3.0392
1100,0.1076,0.5897,5.1191,4.9629,3.1309
1200,0.1049,0.4393,5.0293,4.9976,3.0657
1300,0.1050,0.4739,5.0195,4.2598,3.1098
1400,0.1043,0.4977,4.8789,4.2491,3.3992
1500,0.1037,0.4677,4.7236,5.4014,3.3508
1600,0.1033,0.4525,4.4824,5.5312,3.4095
1700,0.1033,0.4288,4.3857,4.0659,3.4355
1800,0.1007,0.3409,4.4336,4.2974,3.2300
1900,0.0995,0.3532,4.0156,4.5830,3.3866
2000,0.1021,0.4424,3.9268,4.2812,3.4448
2100,0.1031,0.3758,3.5342,4.4897,3.4892
2200,0.0991,0.3934,3.5547,4.8340,3.4410
2300,0.1019,0.4909,3.3213,5.2812,3.5178
2400,0.0982,0.3372,3.2969,3.6494,3.4725
2500,0.0985,0.3775,3.2021,4.7031,3.4596
2600,0.0997,0.4372,2.5938,4.0796,3.5085
2700,0.0987,0.3826,2.6997,3.3901,3.4339
2800,0.0990,0.3477,2.4678,4.5000,3.4265
2900,0.0990,0.4750,2.3301,4.3994,3.4267
3000,0.1000,0.5314,2.0710,3.7783,3.4644
3100,0.0984,0.4280,1.8406,3.0770,3.4703
3200,0.0998,0.4745,1.8623,3.2559,3.4259
3300,0.0974,0.4119,1.9012,3.8872,3.3974
3400,0.1003,0.4415,1.8323,4.1899,3.4983
3500,0.0987,0.4443,1.5452,3.1151,3.4363
3600,0.1004,0.4055,1.2013,3.3951,3.4693
3700,0.1000,0.4807,1.2124,3.4454,3.4669
3800,0.0993,0.4238,1.0594,2.4363,3.4218
3900,0.1004,0.5188,0.9838,4.2456,3.5093
4000,0.0983,0.3699,1.0170,3.0129,3.4405
4100,0.0986,0.4728,1.2167,3.5481,3.4745
4200,0.0995,0.4403,0.9955,2.5067,3.4787
4300,0.0989,0.4546,1.0134,3.2349,3.4553
4400,0.1011,0.5324,0.8253,2.6512,3.4613
4500,0.0981,0.4861,1.0119,3.7654,3.4711
4600,0.0982,0.3918,0.9460,2.9187,3.4492
4700,0.0996,0.4755,0.7897,3.4958,3.4531
4800,0.0999,0.5120,0.6777,3.7079,3.4745
4900,0.0976,0.4053,0.6793,3.4430,3.4477
5000,0.1000,0.4906,0.6590,4.3792,3.4966
5100,0.0984,0.3751,0.4369,3.3289,3.4143
5200,0.0988,0.4130,0.6280,3.3171,3.4355
5300,0.0998,0.4130,0.7435,3.3832,3.4975
5400,0.0993,0.4180,0.6164,2.0606,3.4679
5500,0.0979,0.4419,0.4328,1.7298,3.4822
5600,0.0978,0.4654,0.6714,2.9806,3.4764
5700,0.1010,0.4835,0.3920,2.2469,3.4494
5800,0.0996,0.4788,0.3997,2.4143,3.5039
5900,0.1000,0.4351,0.4665,2.7249,3.4316
6000,0.0991,0.4266,0.4769,2.7436,3.4439
6100,0.0993,0.4767,0.3316,2.7627,3.4749
6200,0.1009,0.4628,0.5531,3.6823,3.4946
6300,0.1022,0.4993,0.3353,2.7880,3.4940
6400,0.1002,0.4367,0.3299,3.1651,3.4871
6500,0.0989,0.4073,0.3530,2.5513,3.4475
6600,0.0998,0.4383,0.3372,2.2334,3.4772
6700,0.1002,0.4282,0.2513,2.7418,3.4395
6800,0.0994,0.3864,0.2742,2.2102,3.4823
6900,0.0979,0.3794,0.4678,1.8439,3.4363
7000,0.0996,0.4546,0.2621,1.7216,3.4977
7100,0.0989,0.3883,0.2184,0.9754,3.4407
7200,0.0983,0.3333,0.3949,1.3017,3.4337
7300,0.1004,0.3957,0.2022,1.4616,3.4809
7400,0.0998,0.4305,0.1797,2.1347,3.4759
7500,0.1002,0.4378,0.4691,1.7159,3.5163
7600,0.0989,0.4358,0.2674,1.4215,3.4876
7700,0.1009,0.3857,0.2431,1.4744,3.4966
7800,0.0989,0.4339,0.2557,1.3622,3.5025
7900,0.1015,0.4504,0.2870,1.7837,3.4522
8000,0.0992,0.4496,0.1821,2.0323,3.5103
8100,0.0991,0.3177,0.3759,2.2927,3.4083
8200,0.0986,0.3979,0.1773,1.5006,3.4534
8300,0.1005,0.5434,0.2707,1.9129,3.4996
8400,0.1004,0.3834,0.2128,1.3560,3.5235
8500,0.0987,0.3803,0.2606,2.3243,3.4778
8600,0.1002,0.4495,0.1861,1.4728,3.4429
8700,0.0994,0.4114,0.2012,0.8899,3.4687
8800,0.1015,0.4815,0.2146,1.0722,3.4634
8900,0.0983,0.3852,0.2687,1.3036,3.5079
9000,0.1000,0.4673,0.1874,0.8311,3.4996
9100,0.0990,0.4174,0.1277,1.4596,3.4936
9200,0.0985,0.3844,0.1665,1.2184,3.4569
9300,0.0972,0.4355,0.3044,1.2635,3.4479
9400,0.0976,0.3768,0.1431,0.7219,3.4394
9500,0.1007,0.4152,0.1655,1.7735,3.4733
9600,0.0980,0.3749,0.1902,0.9591,3.4542
9700,0.0997,0.4610,0.1910,1.1354,3.4987
9800,0.0970,0.3511,0.1640,0.7093,3.4701
9900,0.0996,0.4175,0.2257,1.2716,3.4800
10000,0.1001,0.3822,0.1159,0.7858,3.4384
10100,0.0986,0.3918,0.1713,1.0920,3.4723
10200,0.0980,0.4223,0.2116,0.7134,3.5010
10300,0.1000,0.3961,0.1189,1.1544,3.4649
10400,0.1005,0.3612,0.1349,0.8066,3.4750
10500,0.0980,0.3814,0.1818,1.3428,3.4500
10600,0.0986,0.4063,0.2289,1.0367,3.4552
10700,0.0986,0.3944,0.1311,0.7301,3.4901
10800,0.0984,0.4162,0.1594,0.8870,3.4688
10900,0.0990,0.3605,0.1694,0.7697,3.5023
11000,0.1001,0.3861,0.1403,0.7224,3.4453
11100,0.0985,0.4162,0.4477,0.7824,3.4431
11200,0.1007,0.3851,0.1329,0.8484,3.4564
11300,0.0965,0.4089,0.0999,0.7641,3.4811
11400,0.0985,0.3539,0.1290,0.5374,3.4785
11500,0.1000,0.4026,0.1354,0.7590,3.4946
11600,0.0993,0.4136,0.1928,0.7528,3.4507
11700,0.0985,0.4301,0.1434,0.8564,3.4647
11800,0.0981,0.3625,0.1841,0.6695,3.4566
11900,0.0979,0.3834,0.1754,0.6971,3.4486
12000,0.0994,0.3682,0.1790,0.7765,3.4664
